[21:48:59][modifier.cpp:1344]: 
 == MODIFIER DOCUMENTATION ==
Note on Modifier Categories:
-- These are used internally as a tag to suggest where they are intended to be used, but exact behavior depends upon individual implementation.
-- Pop scope modifiers will generally work on e.g. planets and countries as well as pops, in which case they will apply to all pops belonging to that object.

Printing Modifier Definitions:
- blank_modifier, Category: Pops
- leader_admirals_rare_crystals_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_rare_crystals_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_sr_living_metal_cost_add, Category: Leaders, AI Economy
- leader_admirals_sr_living_metal_cost_mult, Category: Leaders, AI Economy
- leader_admirals_sr_living_metal_produces_add, Category: Leaders, AI Economy
- leader_admirals_sr_living_metal_produces_mult, Category: Leaders, AI Economy
- leader_admirals_sr_living_metal_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_sr_living_metal_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_sr_zro_cost_add, Category: Leaders, AI Economy
- leader_admirals_sr_zro_cost_mult, Category: Leaders, AI Economy
- leader_admirals_sr_zro_produces_add, Category: Leaders, AI Economy
- leader_admirals_sr_zro_produces_mult, Category: Leaders, AI Economy
- leader_admirals_sr_zro_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_sr_zro_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_sr_dark_matter_cost_add, Category: Leaders, AI Economy
- leader_admirals_sr_dark_matter_cost_mult, Category: Leaders, AI Economy
- leader_admirals_sr_dark_matter_produces_add, Category: Leaders, AI Economy
- leader_admirals_sr_dark_matter_produces_mult, Category: Leaders, AI Economy
- leader_admirals_sr_dark_matter_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_sr_dark_matter_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_nanites_cost_add, Category: Leaders, AI Economy
- leader_admirals_nanites_cost_mult, Category: Leaders, AI Economy
- leader_admirals_nanites_produces_add, Category: Leaders, AI Economy
- leader_admirals_nanites_produces_mult, Category: Leaders, AI Economy
- leader_admirals_nanites_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_nanites_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_minor_artifacts_cost_add, Category: Leaders, AI Economy
- leader_admirals_minor_artifacts_cost_mult, Category: Leaders, AI Economy
- leader_admirals_minor_artifacts_produces_add, Category: Leaders, AI Economy
- leader_admirals_minor_artifacts_produces_mult, Category: Leaders, AI Economy
- leader_admirals_minor_artifacts_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_minor_artifacts_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_menace_cost_add, Category: Leaders, AI Economy
- leader_admirals_menace_cost_mult, Category: Leaders, AI Economy
- leader_admirals_menace_produces_add, Category: Leaders, AI Economy
- leader_admirals_menace_produces_mult, Category: Leaders, AI Economy
- leader_admirals_menace_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_menace_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_larva_cost_add, Category: Leaders, AI Economy
- leader_admirals_larva_cost_mult, Category: Leaders, AI Economy
- leader_admirals_larva_produces_add, Category: Leaders, AI Economy
- leader_admirals_larva_produces_mult, Category: Leaders, AI Economy
- leader_admirals_larva_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_larva_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_sr_strange_matter_cost_add, Category: Leaders, AI Economy
- leader_admirals_sr_strange_matter_cost_mult, Category: Leaders, AI Economy
- leader_admirals_sr_strange_matter_produces_add, Category: Leaders, AI Economy
- leader_admirals_sr_strange_matter_produces_mult, Category: Leaders, AI Economy
- leader_admirals_sr_strange_matter_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_sr_strange_matter_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_sr_quark_gluon_plasma_cost_add, Category: Leaders, AI Economy
- leader_admirals_sr_quark_gluon_plasma_cost_mult, Category: Leaders, AI Economy
- leader_admirals_sr_quark_gluon_plasma_produces_add, Category: Leaders, AI Economy
- leader_admirals_sr_quark_gluon_plasma_produces_mult, Category: Leaders, AI Economy
- leader_admirals_sr_quark_gluon_plasma_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_sr_quark_gluon_plasma_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_sr_antimatter_cost_add, Category: Leaders, AI Economy
- leader_admirals_sr_antimatter_cost_mult, Category: Leaders, AI Economy
- leader_admirals_sr_antimatter_produces_add, Category: Leaders, AI Economy
- leader_admirals_sr_antimatter_produces_mult, Category: Leaders, AI Economy
- leader_admirals_sr_antimatter_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_sr_antimatter_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_sr_eludium_cost_add, Category: Leaders, AI Economy
- leader_admirals_sr_eludium_cost_mult, Category: Leaders, AI Economy
- leader_admirals_sr_eludium_produces_add, Category: Leaders, AI Economy
- leader_admirals_sr_eludium_produces_mult, Category: Leaders, AI Economy
- leader_admirals_sr_eludium_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_sr_eludium_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_sr_acean_cost_add, Category: Leaders, AI Economy
- leader_admirals_sr_acean_cost_mult, Category: Leaders, AI Economy
- leader_admirals_sr_acean_produces_add, Category: Leaders, AI Economy
- leader_admirals_sr_acean_produces_mult, Category: Leaders, AI Economy
- leader_admirals_sr_acean_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_sr_acean_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_sr_rad_bloom_cost_add, Category: Leaders, AI Economy
- leader_admirals_sr_rad_bloom_cost_mult, Category: Leaders, AI Economy
- leader_admirals_sr_rad_bloom_produces_add, Category: Leaders, AI Economy
- leader_admirals_sr_rad_bloom_produces_mult, Category: Leaders, AI Economy
- leader_admirals_sr_rad_bloom_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_sr_rad_bloom_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_sr_tiyanki_parts_cost_add, Category: Leaders, AI Economy
- leader_admirals_sr_tiyanki_parts_cost_mult, Category: Leaders, AI Economy
- leader_admirals_sr_tiyanki_parts_produces_add, Category: Leaders, AI Economy
- leader_admirals_sr_tiyanki_parts_produces_mult, Category: Leaders, AI Economy
- leader_admirals_sr_tiyanki_parts_upkeep_add, Category: Leaders, AI Economy
- leader_admirals_sr_tiyanki_parts_upkeep_mult, Category: Leaders, AI Economy
- leader_admirals_cost_mult, Category: Leaders, AI Economy
- leader_admirals_produces_mult, Category: Leaders, AI Economy
- leader_admirals_upkeep_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_time_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_time_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_energy_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_energy_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_minerals_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_minerals_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_food_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_food_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_physics_research_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_physics_research_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_society_research_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_society_research_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_engineering_research_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_engineering_research_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_influence_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_influence_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_unity_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_unity_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_consumer_goods_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_consumer_goods_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_alloys_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_alloys_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_volatile_motes_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_volatile_motes_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_exotic_gases_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_exotic_gases_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_rare_crystals_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_rare_crystals_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_living_metal_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_living_metal_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_zro_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_zro_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_dark_matter_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_dark_matter_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_nanites_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_nanites_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_minor_artifacts_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_minor_artifacts_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_menace_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_menace_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_larva_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_larva_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_strange_matter_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_strange_matter_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_quark_gluon_plasma_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_quark_gluon_plasma_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_antimatter_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_antimatter_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_eludium_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_eludium_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_acean_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_acean_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_rad_bloom_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_rad_bloom_produces_mult, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_tiyanki_parts_produces_add, Category: Leaders, AI Economy
- leaders_generals_psionic_sr_tiyanki_parts_produces_mult, Category: Leaders, AI Economy
- leader_generals_time_cost_add, Category: Leaders, AI Economy
- leader_generals_time_produces_add, Category: Leaders, AI Economy
- leader_generals_time_produces_mult, Category: Leaders, AI Economy
- leader_generals_time_upkeep_add, Category: Leaders, AI Economy
- leader_generals_energy_cost_add, Category: Leaders, AI Economy
- leader_generals_energy_produces_add, Category: Leaders, AI Economy
- leader_generals_energy_produces_mult, Category: Leaders, AI Economy
- leader_generals_energy_upkeep_add, Category: Leaders, AI Economy
- leader_generals_minerals_cost_add, Category: Leaders, AI Economy
- leader_generals_minerals_produces_add, Category: Leaders, AI Economy
- leader_generals_minerals_produces_mult, Category: Leaders, AI Economy
- leader_generals_minerals_upkeep_add, Category: Leaders, AI Economy
- leader_generals_food_cost_add, Category: Leaders, AI Economy
- leader_generals_food_produces_add, Category: Leaders, AI Economy
- leader_generals_food_produces_mult, Category: Leaders, AI Economy
- leader_generals_food_upkeep_add, Category: Leaders, AI Economy
- leader_generals_physics_research_cost_add, Category: Leaders, AI Economy
- leader_generals_physics_research_produces_add, Category: Leaders, AI Economy
- leader_generals_physics_research_produces_mult, Category: Leaders, AI Economy
- leader_generals_physics_research_upkeep_add, Category: Leaders, AI Economy
- leader_generals_society_research_cost_add, Category: Leaders, AI Economy
- leader_generals_society_research_produces_add, Category: Leaders, AI Economy
- leader_generals_society_research_produces_mult, Category: Leaders, AI Economy
- leader_generals_society_research_upkeep_add, Category: Leaders, AI Economy
- leader_generals_engineering_research_cost_add, Category: Leaders, AI Economy
- leader_generals_engineering_research_produces_add, Category: Leaders, AI Economy
- leader_generals_engineering_research_produces_mult, Category: Leaders, AI Economy
- leader_generals_engineering_research_upkeep_add, Category: Leaders, AI Economy
- leader_generals_influence_cost_add, Category: Leaders, AI Economy
- leader_generals_influence_produces_add, Category: Leaders, AI Economy
- leader_generals_influence_produces_mult, Category: Leaders, AI Economy
- leader_generals_influence_upkeep_add, Category: Leaders, AI Economy
- leader_generals_unity_cost_add, Category: Leaders, AI Economy
- leader_generals_unity_produces_add, Category: Leaders, AI Economy
- leader_generals_unity_produces_mult, Category: Leaders, AI Economy
- leader_generals_unity_upkeep_add, Category: Leaders, AI Economy
- leader_generals_consumer_goods_cost_add, Category: Leaders, AI Economy
- leader_generals_consumer_goods_produces_add, Category: Leaders, AI Economy
- leader_generals_consumer_goods_produces_mult, Category: Leaders, AI Economy
- leader_generals_consumer_goods_upkeep_add, Category: Leaders, AI Economy
- leader_generals_alloys_cost_add, Category: Leaders, AI Economy
- leader_generals_alloys_produces_add, Category: Leaders, AI Economy
- leader_generals_alloys_produces_mult, Category: Leaders, AI Economy
- leader_generals_alloys_upkeep_add, Category: Leaders, AI Economy
- leader_generals_volatile_motes_cost_add, Category: Leaders, AI Economy
- leader_generals_volatile_motes_produces_add, Category: Leaders, AI Economy
- leader_generals_volatile_motes_produces_mult, Category: Leaders, AI Economy
- leader_generals_volatile_motes_upkeep_add, Category: Leaders, AI Economy
- leader_generals_exotic_gases_cost_add, Category: Leaders, AI Economy
- leader_generals_exotic_gases_produces_add, Category: Leaders, AI Economy
- leader_generals_exotic_gases_produces_mult, Category: Leaders, AI Economy
- leader_generals_exotic_gases_upkeep_add, Category: Leaders, AI Economy
- leader_generals_rare_crystals_cost_add, Category: Leaders, AI Economy
- leader_generals_rare_crystals_produces_add, Category: Leaders, AI Economy
- leader_generals_rare_crystals_produces_mult, Category: Leaders, AI Economy
- leader_generals_rare_crystals_upkeep_add, Category: Leaders, AI Economy
- leader_generals_sr_living_metal_cost_add, Category: Leaders, AI Economy
- leader_generals_sr_living_metal_produces_add, Category: Leaders, AI Economy
- leader_generals_sr_living_metal_produces_mult, Category: Leaders, AI Economy
- leader_generals_sr_living_metal_upkeep_add, Category: Leaders, AI Economy
- leader_generals_sr_zro_cost_add, Category: Leaders, AI Economy
- leader_generals_sr_zro_produces_add, Category: Leaders, AI Economy
- leader_generals_sr_zro_produces_mult, Category: Leaders, AI Economy
- leader_generals_sr_zro_upkeep_add, Category: Leaders, AI Economy
- leader_generals_sr_dark_matter_cost_add, Category: Leaders, AI Economy
- leader_generals_sr_dark_matter_produces_add, Category: Leaders, AI Economy
- leader_generals_sr_dark_matter_produces_mult, Category: Leaders, AI Economy
- leader_generals_sr_dark_matter_upkeep_add, Category: Leaders, AI Economy
- leader_generals_nanites_cost_add, Category: Leaders, AI Economy
- leader_generals_nanites_produces_add, Category: Leaders, AI Economy
- leader_generals_nanites_produces_mult, Category: Leaders, AI Economy
- leader_generals_nanites_upkeep_add, Category: Leaders, AI Economy
- leader_generals_minor_artifacts_cost_add, Category: Leaders, AI Economy
- leader_generals_minor_artifacts_produces_add, Category: Leaders, AI Economy
- leader_generals_minor_artifacts_produces_mult, Category: Leaders, AI Economy
- leader_generals_minor_artifacts_upkeep_add, Category: Leaders, AI Economy
- leader_generals_menace_cost_add, Category: Leaders, AI Economy
- leader_generals_menace_produces_add, Category: Leaders, AI Economy
- leader_generals_menace_produces_mult, Category: Leaders, AI Economy
- leader_generals_menace_upkeep_add, Category: Leaders, AI Economy
- leader_generals_larva_cost_add, Category: Leaders, AI Economy
- leader_generals_larva_produces_add, Category: Leaders, AI Economy
- leader_generals_larva_produces_mult, Category: Leaders, AI Economy
- leader_generals_larva_upkeep_add, Category: Leaders, AI Economy
- leader_generals_sr_strange_matter_cost_add, Category: Leaders, AI Economy
- leader_generals_sr_strange_matter_produces_add, Category: Leaders, AI Economy
- leader_generals_sr_strange_matter_produces_mult, Category: Leaders, AI Economy
- leader_generals_sr_strange_matter_upkeep_add, Category: Leaders, AI Economy
- leader_generals_sr_quark_gluon_plasma_cost_add, Category: Leaders, AI Economy
- leader_generals_sr_quark_gluon_plasma_produces_add, Category: Leaders, AI Economy
- leader_generals_sr_quark_gluon_plasma_produces_mult, Category: Leaders, AI Economy
- leader_generals_sr_quark_gluon_plasma_upkeep_add, Category: Leaders, AI Economy
- leader_generals_sr_antimatter_cost_add, Category: Leaders, AI Economy
- leader_generals_sr_antimatter_produces_add, Category: Leaders, AI Economy
- leader_generals_sr_antimatter_produces_mult, Category: Leaders, AI Economy
- leader_generals_sr_antimatter_upkeep_add, Category: Leaders, AI Economy
- leader_generals_sr_eludium_cost_add, Category: Leaders, AI Economy
- leader_generals_sr_eludium_produces_add, Category: Leaders, AI Economy
- leader_generals_sr_eludium_produces_mult, Category: Leaders, AI Economy
- leader_generals_sr_eludium_upkeep_add, Category: Leaders, AI Economy
- leader_generals_sr_acean_cost_add, Category: Leaders, AI Economy
- leader_generals_sr_acean_produces_add, Category: Leaders, AI Economy
- leader_generals_sr_acean_produces_mult, Category: Leaders, AI Economy
- leader_generals_sr_acean_upkeep_add, Category: Leaders, AI Economy
- leader_generals_sr_rad_bloom_cost_add, Category: Leaders, AI Economy
- leader_generals_sr_rad_bloom_produces_add, Category: Leaders, AI Economy
- leader_generals_sr_rad_bloom_produces_mult, Category: Leaders, AI Economy
- leader_generals_sr_rad_bloom_upkeep_add, Category: Leaders, AI Economy
- leader_generals_sr_tiyanki_parts_cost_add, Category: Leaders, AI Economy
- leader_generals_sr_tiyanki_parts_produces_add, Category: Leaders, AI Economy
- leader_generals_sr_tiyanki_parts_produces_mult, Category: Leaders, AI Economy
- leader_generals_sr_tiyanki_parts_upkeep_add, Category: Leaders, AI Economy
- leader_generals_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_time_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_time_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_energy_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_energy_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_minerals_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_minerals_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_food_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_food_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_physics_research_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_physics_research_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_society_research_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_society_research_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_engineering_research_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_engineering_research_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_influence_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_influence_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_unity_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_unity_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_consumer_goods_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_consumer_goods_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_alloys_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_alloys_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_volatile_motes_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_volatile_motes_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_exotic_gases_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_exotic_gases_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_rare_crystals_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_rare_crystals_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_living_metal_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_living_metal_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_zro_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_zro_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_dark_matter_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_dark_matter_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_nanites_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_nanites_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_minor_artifacts_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_minor_artifacts_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_menace_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_menace_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_larva_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_larva_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_strange_matter_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_strange_matter_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_quark_gluon_plasma_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_quark_gluon_plasma_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_antimatter_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_antimatter_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_eludium_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_eludium_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_acean_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_acean_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_rad_bloom_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_rad_bloom_produces_mult, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_tiyanki_parts_produces_add, Category: Leaders, AI Economy
- leaders_scientists_psionic_sr_tiyanki_parts_produces_mult, Category: Leaders, AI Economy
- leader_scientists_time_cost_add, Category: Leaders, AI Economy
- leader_scientists_time_cost_mult, Category: Leaders, AI Economy
- leader_scientists_time_produces_add, Category: Leaders, AI Economy
- leader_scientists_time_produces_mult, Category: Leaders, AI Economy
- leader_scientists_time_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_time_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_energy_cost_add, Category: Leaders, AI Economy
- leader_scientists_energy_cost_mult, Category: Leaders, AI Economy
- leader_scientists_energy_produces_add, Category: Leaders, AI Economy
- leader_scientists_energy_produces_mult, Category: Leaders, AI Economy
- leader_scientists_energy_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_energy_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_minerals_cost_add, Category: Leaders, AI Economy
- leader_scientists_minerals_cost_mult, Category: Leaders, AI Economy
- leader_scientists_minerals_produces_add, Category: Leaders, AI Economy
- leader_scientists_minerals_produces_mult, Category: Leaders, AI Economy
- leader_scientists_minerals_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_minerals_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_food_cost_add, Category: Leaders, AI Economy
- leader_scientists_food_cost_mult, Category: Leaders, AI Economy
- leader_scientists_food_produces_add, Category: Leaders, AI Economy
- leader_scientists_food_produces_mult, Category: Leaders, AI Economy
- leader_scientists_food_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_food_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_physics_research_cost_add, Category: Leaders, AI Economy
- leader_scientists_physics_research_cost_mult, Category: Leaders, AI Economy
- leader_scientists_physics_research_produces_add, Category: Leaders, AI Economy
- leader_scientists_physics_research_produces_mult, Category: Leaders, AI Economy
- leader_scientists_physics_research_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_physics_research_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_society_research_cost_add, Category: Leaders, AI Economy
- leader_scientists_society_research_cost_mult, Category: Leaders, AI Economy
- leader_scientists_society_research_produces_add, Category: Leaders, AI Economy
- leader_scientists_society_research_produces_mult, Category: Leaders, AI Economy
- leader_scientists_society_research_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_society_research_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_engineering_research_cost_add, Category: Leaders, AI Economy
- leader_scientists_engineering_research_cost_mult, Category: Leaders, AI Economy
- leader_scientists_engineering_research_produces_add, Category: Leaders, AI Economy
- leader_scientists_engineering_research_produces_mult, Category: Leaders, AI Economy
- leader_scientists_engineering_research_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_engineering_research_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_influence_cost_add, Category: Leaders, AI Economy
- leader_scientists_influence_cost_mult, Category: Leaders, AI Economy
- leader_scientists_influence_produces_add, Category: Leaders, AI Economy
- leader_scientists_influence_produces_mult, Category: Leaders, AI Economy
- leader_scientists_influence_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_influence_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_unity_cost_add, Category: Leaders, AI Economy
- leader_scientists_unity_cost_mult, Category: Leaders, AI Economy
- leader_scientists_unity_produces_add, Category: Leaders, AI Economy
- leader_scientists_unity_produces_mult, Category: Leaders, AI Economy
- leader_scientists_unity_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_unity_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_consumer_goods_cost_add, Category: Leaders, AI Economy
- leader_scientists_consumer_goods_cost_mult, Category: Leaders, AI Economy
- leader_scientists_consumer_goods_produces_add, Category: Leaders, AI Economy
- leader_scientists_consumer_goods_produces_mult, Category: Leaders, AI Economy
- leader_scientists_consumer_goods_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_consumer_goods_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_alloys_cost_add, Category: Leaders, AI Economy
- leader_scientists_alloys_cost_mult, Category: Leaders, AI Economy
- leader_scientists_alloys_produces_add, Category: Leaders, AI Economy
- leader_scientists_alloys_produces_mult, Category: Leaders, AI Economy
- leader_scientists_alloys_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_alloys_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_volatile_motes_cost_add, Category: Leaders, AI Economy
- leader_scientists_volatile_motes_cost_mult, Category: Leaders, AI Economy
- leader_scientists_volatile_motes_produces_add, Category: Leaders, AI Economy
- leader_scientists_volatile_motes_produces_mult, Category: Leaders, AI Economy
- leader_scientists_volatile_motes_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_volatile_motes_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_exotic_gases_cost_add, Category: Leaders, AI Economy
- leader_scientists_exotic_gases_cost_mult, Category: Leaders, AI Economy
- leader_scientists_exotic_gases_produces_add, Category: Leaders, AI Economy
- leader_scientists_exotic_gases_produces_mult, Category: Leaders, AI Economy
- leader_scientists_exotic_gases_upkeep_add, Category: Leaders, AI Economy
- leader_scientists_exotic_gases_upkeep_mult, Category: Leaders, AI Economy
- leader_scientists_rare_crystals_cost_add, Category: Leaders, AI Economy
- leader_scientists_rare_crystals_cost_mult, Category: Leaders, AI Economy
